What is a loan?,A loan is money you borrow from a bank or lender and repay with interest over time.
Who is a borrower?,A borrower is a person who takes money from a lender and agrees to repay it.
What is EMI?,EMI is the fixed monthly amount you pay to repay your loan.
How is EMI calculated?,EMI depends on loan amount, interest rate, and loan duration.
What is principal amount?,Principal is the original amount you borrowed.
What is interest?,Interest is the extra money you pay for borrowing the loan.
What is interest rate?,Interest rate is the percentage charged on the loan amount.
What is loan tenure?,Loan tenure is the total time given to repay the loan.
What is a secured loan?,A secured loan requires property or assets as security.
What is an unsecured loan?,An unsecured loan does not require any collateral.
What is credit score?,Credit score is a number that shows how reliable you are in repaying loans.
Why is credit score important?,A good credit score increases your chances of loan approval.
What is minimum credit score for loan?,Most lenders prefer a score above 650.
Can I get loan with low credit score?,Yes but interest rate may be higher.
What is loan eligibility?,Loan eligibility means whether you qualify for a loan.
How is loan eligibility calculated?,It is calculated based on income, expenses, and credit score.
What documents are required for loan?,You need ID proof, address proof, income proof, and bank statements.
Is PAN mandatory for loan?,Yes PAN is required for financial verification.
Is Aadhaar required for loan?,Usually yes for KYC verification.
What is KYC?,KYC means verifying your identity before giving a loan.
How long does loan approval take?,It can take from minutes to a few days.
What is loan disbursement?,Disbursement is when the loan amount is credited to your account.
How will I receive loan money?,It will be transferred directly to your bank account.
What is processing fee?,It is a fee charged for processing your loan application.
Is processing fee refundable?,Usually it is not refundable.
What happens if EMI is missed?,You may have to pay late fees and your credit score may drop.
What is late payment charge?,It is a penalty charged for paying EMI late.
Can I prepay my loan?,Yes you can repay early if lender allows.
What is foreclosure?,Foreclosure means closing the loan before the end of tenure.
Are foreclosure charges applicable?,Sometimes charges apply depending on lender policy.
What is part payment?,Part payment means paying a portion of the loan before schedule.
Will part payment reduce EMI?,Usually it reduces tenure but depends on your choice.
What is bounce charge?,It is a fee charged when EMI auto debit fails.
What is NOC?,NOC is a document confirming your loan is fully closed.
How to get loan statement?,You can download it from lender website or app.
How to check outstanding loan amount?,Check your loan statement or lender app.
Can I apply loan online?,Yes most lenders offer online loan application.
Is online loan safe?,Yes if you apply through trusted lenders.
What is co-borrower?,A co-borrower shares equal responsibility to repay loan.
What is guarantor?,A guarantor promises to repay if borrower fails.
Can student apply for loan?,Yes students can apply for education loans.
Can self employed apply for loan?,Yes with proper income proof.
What income is required for loan?,Minimum income depends on lender policy.
What is debt to income ratio?,It shows how much of your income goes to repay debts.
Why was my loan rejected?,It may be due to low credit score or insufficient income.
Can I reapply after rejection?,Yes you can apply again after improving eligibility.
What is balance transfer?,It means moving your loan to another bank with lower interest.
Is balance transfer good?,It is good if new interest rate is lower.
What is fixed interest rate?,It remains same throughout loan period.
What is floating interest rate?,It changes according to market rates.
Which is better fixed or floating?,It depends on market conditions and your preference.
Can EMI date be changed?,Yes if lender approves your request.
How to update bank details for EMI?,Submit request with verification documents.
What happens if borrower dies?,Loan may be paid by co borrower or insurance.
Can loan be insured?,Yes loan protection insurance is available.
What is loan restructuring?,It means changing loan terms to reduce burden.
What is moratorium?,It is a temporary pause in EMI payments.
Does moratorium mean interest free?,No interest usually continues to apply.
What is personal loan?,It is an unsecured loan for personal expenses.
What is home loan?,It is a loan to buy or build a house.
What is car loan?,It is a loan to purchase a vehicle.
Is down payment required for car loan?,Yes usually 10 to 20 percent.
What is LTV ratio?,Loan to value ratio is percentage of property financed by bank.
Can I get tax benefit on home loan?,Yes under applicable tax rules.
What is sanction letter?,It is official approval of your loan.
Can I cancel loan after approval?,Yes before disbursement.
How to improve credit score?,Pay EMIs on time and reduce outstanding debts.
Does multiple loan applications affect score?,Yes it may reduce your credit score.
Can I take multiple loans?,Yes if your income supports repayment.
What is EMI auto debit?,It is automatic deduction from your bank account.
What is ECS?,ECS is electronic system for EMI payment.
What is NACH?,NACH is national system for auto debit payments.
How to contact loan support?,Call customer care or email support team.
Can I increase loan amount later?,It depends on lender approval.
Can loan tenure be extended?,Yes if lender allows.
What is penal interest?,It is extra interest charged for delay.
What is default in loan?,Default means failing to repay EMI.
What is NPA?,NPA means loan not repaid for long time.
Can I close loan early?,Yes by paying full outstanding amount.
How long does loan closure take?,Usually few working days.
Can EMI be paid through UPI?,Some lenders allow UPI payments.
Can EMI be paid in cash?,Most lenders prefer digital payments.
What is repayment schedule?,It shows monthly EMI breakup.
What is amortization?,It is gradual repayment of loan with interest.
Does loan affect credit score?,Yes timely payment improves score.
Is guarantor mandatory?,Depends on loan type.
Can retired person get loan?,Yes if income proof available.
What is overdraft loan?,It allows borrowing up to approved limit.
What is top up loan?,It is additional loan on existing loan.
Can I apply without salary slip?,Some lenders allow alternative income proof.
How many bank statements required?,Usually last 3 to 6 months.
Is CIBIL same as credit score?,CIBIL is one credit bureau providing credit score.
How to check CIBIL score?,Through official credit bureau website.
What is processing time for personal loan?,Usually 1 to 3 days.
What is instant loan?,Loan approved quickly through digital process.
What is EMI calculator?,It is tool to calculate monthly installment.
Is prepayment allowed anytime?,Depends on loan agreement.
What happens if EMI bounces repeatedly?,Penalty increases and credit score drops.
Can EMI be reduced?,Yes by extending tenure.
Can I switch from fixed to floating rate?,Some lenders allow rate conversion.
What is loan agreement?,It is legal document with loan terms.
Can loan be transferred to another person?,Generally no unless lender approves.
What is loan account number?,It is unique number assigned to your loan.
How to download interest certificate?,From lender portal for tax purpose.
Does closing loan improve score?,Yes if closed properly.
What is foreclosure statement?,It shows amount needed to close loan.
Can EMI be split into two dates?,Usually not allowed.
What is minimum tenure for personal loan?,Usually 12 months.
What is maximum tenure for home loan?,Up to 30 years.
What is pre EMI?,It is interest paid before full disbursement.
What is credit history?,It is record of your past loans and repayments.
Why income proof needed?,To ensure you can repay loan.
What if I change job during loan?,Inform lender and continue EMI.
Can I skip one EMI?,Usually not unless approved.
Is stamp duty required?,Yes for legal loan agreement.
What is legal verification in home loan?,Bank checks property legal status.
What is technical verification?,Bank checks property value and condition.
Can I repay loan weekly?,Most loans are monthly EMI.
What is digital KYC?,Online identity verification.
Is OTP verification safe?,Yes if shared securely.
What is loan reference number?,It helps track your application.
Can I edit application after submission?,Only before approval.
Is collateral mandatory for all loans?,No only for secured loans.
What is gold loan?,Loan given against gold ornaments.
What is business loan?,Loan for business expenses.
Can startup get loan?,Yes with proper business plan.
What is EMI due date?,Date on which EMI must be paid.
Can EMI date be before salary date?,Yes but ensure sufficient balance.
Does EMI include insurance?,Only if added in loan.
Can interest rate change during loan?,Yes if floating rate.
What is annual percentage rate?,It is total yearly cost of loan.
Can I repay loan from different bank?,Yes using NEFT or other methods.
What is cheque bounce?,When bank rejects payment due to insufficient balance.
What is loan settlement?,It is partial payment agreed with lender during difficulty.
Does settlement affect credit score?,Yes negatively.
Can I get loan without bank account?,No bank account is required.
What is pre approval?,It is initial approval based on basic details.
What is soft inquiry?,Credit check without affecting score.
What is hard inquiry?,Credit check that may affect score.
Does home loan require co applicant?,Usually yes.
Can spouse be co borrower?,Yes commonly.
Is loan approval guaranteed?,No it depends on verification.
Can I negotiate interest rate?,Sometimes yes.
What is credit limit?,Maximum amount lender allows you to borrow.
Can EMI increase suddenly?,Yes if floating rate rises.
How to reduce loan burden?,Make part payments and avoid delays.
What is credit utilization?,Percentage of credit used from total limit.
Does high credit utilization affect score?,Yes negatively.
What is loan processing status?,It shows stage of application.
Can I apply loan on weekend?,Yes online applications available anytime.
What is working capital loan?,Loan for daily business operations.
Is GST required for business loan?,Yes for registered businesses.
What is foreclosure penalty?,Charge for closing loan early.
Is personal loan taxable?,Loan amount is not taxable income.
Can I repay loan in advance fully?,Yes by requesting foreclosure.
What is EMI reminder?,Notification before due date.
Can I change repayment mode?,Yes with lender approval.
Is video KYC valid?,Yes legally accepted.
What is auto debit mandate?,Permission for bank to deduct EMI.
How to stop auto debit?,Submit written request to lender.
What is refinance?,Taking new loan to repay old one.
Can I check eligibility without applying?,Yes through online eligibility tools.
Can I get loan without collateral?,Yes unsecured loans do not require collateral.
What is minimum salary for personal loan?,Minimum salary depends on lender policy.
Can I get loan if I am freelancer?,Yes with income proof and bank statements.
What is repayment capacity?,It is your ability to repay loan from your income.
Does age affect loan approval?,Yes age limits apply as per lender rules.
Can I get loan after bankruptcy?,It is difficult but possible after improving credit history.
What is EMI breakup?,It shows how much EMI goes to principal and interest.
Can EMI amount change?,Yes if interest rate is floating.
Is loan agreement legally binding?,Yes it is a legal contract.
Can I close loan online?,Yes many lenders allow online closure request.
What is foreclosure request process?,Submit request and pay full outstanding amount.
How to know foreclosure amount?,Check foreclosure statement from lender.
Can EMI be auto debited from salary account?,Yes if mandate is registered.
What if bank deducts extra EMI?,Contact lender support immediately.
Can I delay EMI by few days?,Late fees may apply unless approved.
Is CIBIL score free?,You can check it free once a year.
Does credit card affect loan approval?,Yes outstanding credit card dues affect eligibility.
What is loan margin?,Difference between property value and loan amount.
What is hypothecation?,Bank keeps rights on asset until loan repaid.
Can I remove hypothecation after loan?,Yes after getting NOC.
Is property insurance mandatory?,Usually required for home loans.
What is EMI holiday?,Temporary break in EMI payment.
Does EMI holiday affect credit score?,If approved officially then usually no.
Can I transfer EMI to another account?,Yes by updating mandate.
What is standing instruction?,Instruction to bank for automatic EMI deduction.
How to avoid loan rejection?,Maintain good credit score and stable income.
Can I apply for loan again immediately?,Better wait and improve profile.
What is loan renewal?,Extending loan after tenure ends.
Can business loan be used for personal use?,No it should be used for business purpose.
What is term loan?,Loan repaid over fixed period.
What is short term loan?,Loan with short repayment duration.
What is long term loan?,Loan with long repayment duration.
Can EMI be paid manually?,Yes through online banking or branch.
What if EMI deducted twice?,Contact bank to reverse extra amount.
Is digital signature valid?,Yes it is legally valid.
What is loan onboarding?,Process of starting loan account.
Can EMI be deducted from joint account?,Yes if mandate given.
What is pre sanction?,Preliminary approval before final verification.
What is credit appraisal?,Evaluation of borrower’s financial capacity.
Can I get loan with temporary job?,Approval depends on income stability.
Is property valuation required?,Yes for home loan.
What is property valuation?,Bank checks property market value.
What is processing charge percentage?,Usually 1 to 3 percent of loan amount.
Can processing fee be negotiated?,Sometimes yes.
What is loan offer letter?,It contains loan terms offered.
Can EMI be postponed?,Only if lender approves.
Is co borrower mandatory for home loan?,Usually yes.
Can I remove co borrower later?,With lender approval and eligibility check.
What is credit bureau?,Organization that maintains credit records.
Does bank check employment history?,Yes during verification.
What is loan verification call?,Bank confirms details through phone.
Can loan be disbursed in cash?,Usually credited to bank account only.
Is EMI tax deductible?,Home loan interest may be deductible.
What is refinance benefit?,Lower interest or better terms.
Can EMI be increased voluntarily?,Yes to reduce tenure.
What is foreclosure notice?,Formal request to close loan.
Can I get loan without income proof?,Very difficult except small loans.
What is small ticket loan?,Loan of small amount.
Is micro loan available?,Yes for small borrowers.
What is peer to peer loan?,Loan borrowed from individuals through platform.
Can I get loan without job?,Approval depends on repayment source.
What is salary advance loan?,Short term loan against salary.
Can I repay through cheque?,Yes if lender accepts.
What is grace period?,Extra time given before penalty.
Does grace period affect score?,Usually no if within allowed time.
What is repayment mode?,Method used to pay EMI.
Can EMI be changed monthly?,No fixed as per agreement.
What is sanction validity?,Time period within which loan must be accepted.
Can I cancel after disbursement?,You must repay full amount.
What is documentation charge?,Fee for legal paperwork.
Is GST applicable on processing fee?,Yes as per tax rules.
Can EMI be paid before due date?,Yes early payment is allowed.
What is credit monitoring?,Tracking changes in credit score.
Can I close one loan and take another?,Yes based on eligibility.
What is loan cycle?,Total period from approval to closure.
Can I request EMI reduction?,Yes by extending tenure.
Is online verification mandatory?,Mostly yes for digital loans.
What is loan portal?,Online platform to manage loan.
Can I download repayment schedule anytime?,Yes from portal.
What is loan reference ID?,Unique number for your loan request.
Does late EMI affect CIBIL?,Yes negatively.
Can EMI be auto adjusted?,No unless modified officially.
What is settlement amount?,Reduced payment agreed in financial difficulty.
Can I negotiate settlement?,Sometimes during hardship.
Is loan settlement good?,It affects credit score negatively.
What is recovery agent?,Person assigned to collect overdue payment.
Can recovery agent visit home?,Yes but within legal rules.
What are borrower rights?,Right to fair treatment and clear information.
Can I file complaint against lender?,Yes through grievance cell.
What is ombudsman?,Authority to resolve banking complaints.
Can loan be transferred to spouse?,Only if lender approves.
Is digital loan agreement safe?,Yes if from trusted lender.
What is EMI calculator formula?,It uses principal, rate and tenure formula.
Can I get loan on credit card?,Yes through credit card loan facility.
What is card loan?,Loan against credit card limit.
Is prepayment free?,Depends on loan type.
What is borrower profile?,Your financial background.
Can low income get small loan?,Yes small amount loans available.
What is co applicant income benefit?,Combined income increases eligibility.
Can EMI be auto deducted from savings account?,Yes with mandate.
Is loan approval instant?,Some digital loans are instant.
What is business turnover requirement?,Minimum sales required for business loan.
Can I apply through mobile app?,Yes most lenders have apps.
What is EMI reminder SMS?,Message reminding EMI due date.
Can EMI be paid through net banking?,Yes.
What is KYC update?,Updating identity details.
Can I change address during loan?,Yes inform lender.
Does change of address affect loan?,No if EMI paid regularly.
What is fixed EMI?,EMI that does not change.
What is variable EMI?,EMI that may change with interest.
Can I increase EMI to close faster?,Yes with lender request.
What is foreclosure request time?,Usually 7 working days process.
Can I take top up after 6 months?,Depends on repayment record.
What is minimum gap between loans?,No fixed gap but depends on eligibility.
Can I check loan status without login?,Some lenders allow with reference number.
What is repayment history?,Record of all your payments.
Does good repayment history help?,Yes improves credit score.
What is EMI auto debit failure?,When bank cannot deduct EMI.
Can insufficient balance cause penalty?,Yes bounce charges apply.
What is SMS alert charge?,Fee for transaction alerts.
Can I opt out of insurance?,Depends on lender terms.
What is tenure extension charge?,Fee for increasing tenure.
Can I reduce tenure anytime?,Yes by part payment.
What is pre disbursement verification?,Final checks before giving money.
Can I get loan in rural area?,Yes many lenders provide rural loans.
What is priority sector loan?,Loan given under government priority schemes.
Can I get government subsidy on loan?,Yes under certain schemes.
What is Mudra loan?,Government loan scheme for small businesses.
Can I check loan balance offline?,Visit bank branch.
What is EMI receipt?,Proof of EMI payment.
Can I get duplicate NOC?,Yes by request.
What is penal charge per day?,Daily penalty for delay.
Can I auto pay using debit card?,Some lenders allow.
What is floating rate revision?,Change in rate as per market.
Can EMI increase after revision?,Yes.
What is credit freeze?,Blocking access to credit report.
Can I remove credit freeze?,Yes by request to bureau.
What is loan disbursement delay?,Delay in transferring loan amount.
Can I escalate complaint?,Yes through higher authority.
What is service charge?,Fee for specific services.
Can EMI be paid via wallet?,Some lenders allow.
What is mobile KYC?,Verification through mobile video.
Can I use joint income proof?,Yes for joint loans.
What is employment verification?,Bank confirms your job details.
Can EMI be deducted twice in same month?,Only if previous missed.
What is loan closure letter?,Document confirming loan is closed.
Can I reopen closed loan?,No you must apply again.
What is foreclosure confirmation?,Proof that loan closed early.
Can I repay loan through RTGS?,Yes if details provided.
What is minimum balance requirement?,Amount needed in account for EMI.
Can I check EMI schedule offline?,Request printed copy from bank.
What is EMI mandate cancellation?,Stopping automatic deduction.
Can EMI be converted to weekly?,Rarely allowed.
What is repayment frequency?,How often you pay EMI.
Can I pay EMI from NRI account?,Yes with proper mandate.
What is borrower declaration?,Statement confirming information is true.
Can false information cause rejection?,Yes immediately.
What is fraud detection check?,Security check by lender.
Can I get loan during probation period?,Depends on employer policy.
What is salary credit proof?,Bank statement showing salary deposit.
Can EMI be split between accounts?,Generally not allowed.
What is credit improvement plan?,Steps to improve score.
Can I check eligibility without affecting score?,Yes through soft inquiry.
Can I get a loan if I just started my job?,Yes but approval depends on your salary and company stability.
What if my salary is credited in cash?,You may need alternative income proof like bank deposits.
Can I apply for loan without visiting branch?,Yes most lenders allow full online process.
How long does it take for loan amount to reflect in account?,Usually within 24 to 48 hours after approval.
What if I enter wrong bank details?,Contact lender immediately to correct it.
Can I track my EMI payments history?,Yes through lender app or statement.
Is there any hidden charge in loan?,All charges must be mentioned in the loan agreement.
Can I negotiate processing fee?,Sometimes yes especially for high loan amounts.
What happens if I lose my job during loan tenure?,Inform lender and request restructuring if needed.
Can I change from floating to fixed rate?,Some lenders allow rate conversion with charges.
Do I need guarantor for personal loan?,Usually no unless your profile is weak.
Can I apply for loan at night?,Yes online applications are available 24/7.
Is it safe to share PAN for loan?,Yes with verified lender only.
Can EMI be deducted on weekend?,Yes if due date falls on weekend.
What if EMI due date falls on holiday?,It may be deducted next working day.
Can I increase EMI amount later?,Yes by requesting lender to reduce tenure.
What is loan top-up eligibility?,Good repayment record and sufficient income.
Can I apply for second loan from same bank?,Yes if eligible.
What is credit enquiry?,It is when lender checks your credit report.
Will checking eligibility reduce credit score?,Soft checks usually do not affect score.
What is loan cancellation charge?,Fee charged if you cancel after approval.
Can I update email after loan approval?,Yes by submitting update request.
What is ECS return charge?,Penalty when auto debit fails.
Can I get loan without CIBIL check?,Most banks require credit check.
What if my name is incorrect in credit report?,Raise dispute with credit bureau.
Can EMI be auto debited from business account?,Yes if mandate registered.
What is loan utilization proof?,Proof showing how loan money was used.
Can I close loan partially online?,Yes if lender supports part payment online.
What is foreclosure intimation letter?,Letter informing lender about early closure.
Is Aadhaar OTP KYC valid?,Yes if done through authorized platform.
Can I take loan for medical emergency?,Yes personal loans can be used.
Is loan amount taxable income?,No loan amount is not taxable.
Can EMI be paid through UPI app?,Some lenders support UPI payments.
What if EMI is deducted but not updated?,Contact support with transaction proof.
What is repayment flexibility?,Option to change EMI or tenure.
Can I get loan against FD?,Yes you can borrow against fixed deposit.
What is loan against property?,Loan taken by mortgaging property.
Can I apply loan through agent?,Yes but ensure agent is authorized.
What is digital loan fraud?,Fake loan apps demanding money illegally.
How to identify genuine lender?,Check RBI registration and official website.
Can EMI be auto deducted from credit card?,Usually not allowed.
What is credit score range?,Generally between 300 and 900.
Is 750 credit score good?,Yes it is considered good.
Can I apply loan with temporary address?,You need valid address proof.
What is processing timeline?,Time taken from application to disbursement.
Can I repay loan from abroad?,Yes through online transfer.
What is EMI confirmation message?,SMS confirming EMI payment.
Can I skip EMI if I inform bank?,Only if officially approved.
What is repayment extension?,Increasing tenure to reduce EMI.
Can EMI amount be customized?,Within lender’s policy limits.
What is overdue amount?,Amount unpaid after due date.
How to clear overdue EMI?,Pay pending amount with penalty.
What is minimum EMI amount?,Depends on loan size and tenure.
Can I close loan through branch?,Yes you can visit branch.
What is digital loan agreement copy?,Soft copy of signed agreement.
Can I request physical copy of agreement?,Yes from lender.
What is loan recovery process?,Steps taken to collect overdue payments.
Can I apply for loan without GST?,For personal loan GST not required.
What is borrower verification?,Process of checking borrower details.
Can EMI be scheduled after salary date?,Yes you can choose preferred date.
What is online sanction?,Approval given digitally.
Can I use loan to repay another loan?,Yes but ensure affordability.
What is creditworthiness?,Your ability to repay borrowed money.
Can frequent job change affect approval?,Yes stability matters.
What is minimum CIBIL for home loan?,Usually 700 or above preferred.
Can I pay EMI in advance for next month?,Yes advance payment allowed.
What is loan servicing?,Managing loan account after disbursement.
Can I transfer EMI date permanently?,Yes after approval.
What is loan insurance premium?,Cost of protecting loan against risk.
Can I get refund of excess payment?,Yes after verification.
What is repayment track record?,History of timely EMI payments.
Can I check EMI amount before applying?,Yes use EMI calculator.
What is sanction expiry?,Time limit to accept approved loan.
Can I change co borrower after approval?,Only with lender consent.
What is auto debit registration time?,Usually 3 to 7 days.
Can I repay loan using NEFT?,Yes if lender provides account details.
What is digital mandate?,Online permission for EMI deduction.
Can EMI be auto deducted twice?,Only if previous EMI failed.
What is foreclosure processing time?,Usually within a week.
Can I close loan before first EMI?,Yes but charges may apply.
What is loan overdue notice?,Notice sent for missed payment.
Can I get loan with zero credit history?,Possible but limited amount.
What is credit builder loan?,Loan designed to improve credit score.
Can I update nominee in loan?,Yes by request.
What is EMI auto renewal?,Automatic continuation of EMI mandate.
Can I pay EMI through branch cash counter?,Some banks allow cash deposit.
What is foreclosure penalty percentage?,Depends on lender policy.
Can EMI be deducted from joint salary account?,Yes with consent.
What is borrower consent form?,Form agreeing to loan terms.
Can I request lower interest rate later?,Possible if credit improves.
What is digital repayment receipt?,Online proof of payment.
Can I close loan without NOC?,NOC is required as proof.
What is EMI auto debit limit?,Amount authorized for deduction.
Can I check EMI status through SMS?,Some lenders provide SMS service.
What is borrower grievance cell?,Department to handle complaints.
Can I get loan for wedding expenses?,Yes personal loan can be used.
What is loan tenure change charge?,Fee for modifying tenure.
Can EMI be paused during emergency?,Only if lender approves officially.
What is overdue interest?,Extra interest on delayed EMI.
Can I apply loan with savings account only?,Yes income proof also required.
What is credit rating?,Evaluation of credit risk.
Can I reduce interest rate after few months?,You can request rate revision.
What is EMI protection plan?,Insurance covering EMI in emergencies.
Can I check loan balance via missed call?,Some banks provide this service.
What is borrower liability?,Legal responsibility to repay loan.
Can I repay through mobile banking?,Yes most lenders support it.
why my emi not deducted?,Please check if your account has sufficient balance and contact support if the issue continues.
emi bounced what to do?,Please pay the pending EMI immediately to avoid extra penalty charges.
i missed emi yesterday what will happen?,You may be charged a late fee and it can affect your credit score.
loan approved but money not received?,It may take 24 to 48 hours, please check your bank account again.
how to check my loan balance?,You can check it in your lender’s mobile app or website.
can i close loan today itself?,Yes you can request foreclosure and pay the outstanding amount.
why loan rejected even salary good?,It could be due to low credit score or high existing debts.
how many days for personal loan approval?,Usually 1 to 3 working days.
emi deducted twice this month why?,Please contact customer care to verify and request refund if needed.
can i change emi date to after salary?,Yes you can request EMI date change from your lender.
i want to increase emi amount is it possible?,Yes you can increase EMI to reduce loan tenure.
how to reduce interest rate on my loan?,You can request rate revision or opt for balance transfer.
loan showing overdue but i paid already?,Please share payment proof with customer support.
can i pay emi manually this month?,Yes you can pay through net banking or UPI if auto debit fails.
my cibil is 620 can i get loan?,Approval is possible but interest rate may be higher.
how to improve cibil fast?,Pay all dues on time and reduce credit usage.
loan top up after 3 months possible?,It depends on repayment history and lender policy.
can i skip one emi this month?,Skipping EMI is only possible if lender approves officially.
what happens if emi continuously missed?,Penalties increase and credit score will drop significantly.
can i close loan online without branch visit?,Yes many lenders allow online foreclosure.
why processing fee so high?,Processing fee depends on lender and loan amount.
is prepayment free for personal loan?,It depends on the loan agreement terms.
emi auto debit failed but balance was there?,Please check if mandate is active and contact bank.
can i take loan without salary slip?,Some lenders accept bank statements instead.
how to download noc certificate?,You can download it from the lender portal after closure.
loan disbursement delayed why?,It may be due to pending verification or bank processing time.
can i get instant loan today?,Yes if you meet eligibility criteria and complete KYC.
is online kyc safe?,Yes if done through official lender platform.
my emi date is sunday will it deduct?,Yes it usually deducts on the same date or next working day.
can i pay loan using credit card?,Most lenders do not allow EMI payment through credit card.
why my credit score reduced suddenly?,It may be due to missed payment or high credit usage.
can i settle loan for less amount?,Settlement is possible in financial hardship but affects credit score.
is loan settlement bad?,Yes it negatively impacts your credit score.
can i apply loan again after rejection?,Yes but improve your profile before applying.
how long does balance transfer take?,Usually 7 to 15 working days.
can i get loan if i changed job recently?,Approval depends on income stability.
why interest rate increased suddenly?,If floating rate loan, it changes with market rates.
can emi be auto deducted from different account?,Yes after updating mandate.
how to stop recovery calls?,Pay overdue amount or speak with lender for restructuring.
can i get small loan of 10000?,Yes small ticket loans are available.
loan approved but amount less than applied?,Bank may reduce amount based on eligibility.
can i cancel loan after money credited?,You must repay full amount with applicable charges.
how to check loan application status?,Use your reference number on lender website.
what if i close loan early?,You may have to pay foreclosure charges.
can i change co borrower?,Only with lender approval.
why emi amount increased this month?,Floating interest rate might have changed.
how many emi can i delay without issue?,Even one delayed EMI can affect credit score.
can i get loan without bank account?,No bank account is mandatory.
why bank asking for verification call?,It is standard process to confirm your details.
how to remove loan from cibil after closure?,It updates automatically after lender reports closure.
loan showing active even after closure?,Contact lender and request update to credit bureau.
can i apply loan on saturday?,Yes online application is available anytime.
emi deducted but not showing in app?,Wait 24 hours or contact support.
what is foreclosure amount exactly?,It is full outstanding including interest till date.
can i pay emi in advance for 2 months?,Yes advance EMI payment is allowed.
how to know next emi date?,Check your repayment schedule.
can i convert personal loan to home loan?,No different loan categories cannot be converted.
is 750 credit score enough for home loan?,Yes 750 is considered good.
can i get loan during probation period?,Approval depends on employer and income stability.
what happens if co borrower stops paying?,Both borrowers are equally responsible.
how to avoid loan rejection?,Maintain good credit score and stable income.
why my emi bounce charges so high?,Penalty charges depend on lender policy.
can i update mobile number after loan?,Yes by submitting request to lender.
is loan insurance mandatory?,Usually optional but recommended.
how to check how much interest i paid?,Download interest certificate from portal.
can emi be deducted from joint account?,Yes if mandate is registered.
loan processing stuck at verification what to do?,Wait for update or contact support.
why cibil showing hard enquiry?,Because lender checked your credit report.
can i apply for 2 loans at same time?,It is possible but may reduce approval chances.
what is pre emi interest?,Interest paid before full loan disbursement.
can i repay full loan in one payment?,Yes by requesting foreclosure statement.
how to know total payable amount?,Check repayment schedule or EMI calculator.
loan amount not matching sanction letter why?,Check processing fee or deductions applied.
can i extend tenure after 1 year?,Yes if lender allows restructuring.
what happens if emi unpaid for 90 days?,Loan may become NPA and legal action may start.
can i get loan for wedding expenses?,Yes personal loans can be used.
can emi be auto paid through upi?,Some lenders allow UPI autopay.
how to raise complaint against bank?,Use grievance redressal system or ombudsman.
What is meant by monthly installments?,Monthly installments (often referred to as EMI or Equated Monthly Installment) are a structured payment method where the total cost of a purchase or loan is divided into smaller, equal payments made on a set date each month. These payments typically include both the principal amount (the original sum borrowed) and the interest charged by the lender, allowing for the repayment of large debts over a specific tenure.
How many primary types of loans are generally considered common (personal, home, auto, etc.)?,8 types (Personal Auto Student Mortgage Home Equity Credit-Builder Debt Consolidation Payday),Types
How many loans can one customer apply for at a time in most banks?,Multiple (One customer can apply for more than one loan product),Application
How many active loans in India was reported by the end of 2024-25?,Approximately 28.3 crore people have outstanding loans,Statistics
How many years of income tax returns (ITR) are typically required for a loan?,Usually 2-3 years of ITR,Documentation
What is the maximum number of co-applicants allowed for a home loan?,Usually 4 to 6 members depending on the bank policy,Eligibility
How many days past due does a payment have to be to be considered delinquent in many datasets?,30+ days,Credit Risk
How many main categories of loan repayment exist?,Two (Secured and Unsecured),Repayment
What is a personal loan?,A personal loan is an unsecured loan given for personal expenses like medical travel education or emergency needs,Types
What is a home loan?,A home loan is a secured loan taken to purchase construct or renovate a house,Types
What is an auto loan?,An auto loan is a secured loan used to purchase a vehicle,Types
What is a student loan?,A student loan is a loan designed to help students pay for tuition and education related expenses,Types
What is a secured loan?,A secured loan requires collateral such as property gold or a vehicle,Loan Basics
What is an unsecured loan?,An unsecured loan does not require collateral and is approved based on creditworthiness,Loan Basics
How many types of interest rates are common in loans?,Two (Fixed interest rate and Floating interest rate),Interest
What is a credit score?,A credit score is a numerical value that represents a person's creditworthiness,Credit
How many credit bureaus operate in India?,Four (CIBIL Experian Equifax CRIF High Mark),Credit
How many loans are there?,There are 8 common types of loans such as Personal Loan Home Loan Auto Loan Student Loan Mortgage Loan Home Equity Loan Debt Consolidation Loan and Payday Loan,Types
What are the loans available?,The common loans available are Personal Loan Home Loan Auto Loan Student Loan Mortgage Loan Home Equity Loan Debt Consolidation Loan and Payday Loan,Types
Loan,A loan is a financial amount borrowed from a bank or financial institution that must be repaid with interest within a specified period,Loan Basics